case_id,book_id,type,text_A,text_B,label_A,label_B,decision,rule_applied,precedent_id,new_precedent,resolved_in_favor_of,judge_id,date
C0432,RUS-O_long_05,NER_missed_by_B,дети,,PER_ROLE,,PER_ROLE,обобщённая категория для сравнения,A-5,False,A,ADJ,2026-07-05
C0433,RUS-O_long_05,NER_missed_by_A,,огромная,,PER_ROLE,keep A,"размечено одно прилагательное без существительное, не является составной частью сущности",A-8,False,A,ADJ,2026-07-05
C0434,RUS-O_long_05,NER_missed_by_A,,крупных,,PER_ROLE,keep A,"не является составной частью сущности, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0435,RUS-O_long_05,NER_missed_by_A,,пёстрых,,PER_ROLE,keep A,"не является составной частью сущности, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0436,RUS-O_long_05,NER_missed_by_A,,рыжие,,PER_ROLE,keep A,"не является составной частью сущности, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0437,RUS-O_long_05,NER_missed_by_A,,весёлые,,PER_ROLE,keep A,"не является составной частью сущности, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0438,RUS-O_long_05,NER_missed_by_A,,Красные,,PER_ROLE,keep A,"не является составной частью сущности, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0439,RUS-O_long_05,NER_missed_by_A,,Зелёные,,PER_ROLE,keep A,"не является составной частью сущности, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0440,RUS-O_long_05,NER_missed_by_A,,в,,PER_ROLE,keep A,предлог не является частью сущности (по аналогии с правилом про глагол),A-10,False,A,ADJ,2026-07-05
C0441,RUS-O_long_05,NER_missed_by_A,,горошек,,PER_ROLE,keep A,не является сущностью,A-10,True,A,ADJ,2026-07-05
C0442,RUS-O_long_05,NER_missed_by_A,,в,,PER_ROLE,keep A,предлоги не являются сущностями,A-10,True,A,ADJ,2026-07-05
C0443,RUS-O_long_05,NER_missed_by_A,,полоску,,PER_ROLE,keep A,"не является сущностью, это обозначение принта",A-10,True,A,ADJ,2026-07-05
C0444,RUS-O_long_05,NER_missed_by_A,,волшебные,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0445,RUS-O_long_05,NER_missed_by_A,,худой,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0446,RUS-O_long_05,NER_missed_by_A,,усатый,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0447,RUS-O_long_05,NER_missed_by_A,,печальный,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0448,RUS-O_long_05,NER_missed_by_A,,усталый,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0449,RUS-O_long_05,NER_missed_by_A,,помятый,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0450,RUS-O_long_05,NER_missed_by_A,,белые,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0451,RUS-O_long_05,NER_missed_by_A,,старый,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0452,RUS-O_long_05,NER_missed_by_A,,силачи,,PER_ROLE,PER_ROLE,недостаточная разметка (должно быть великаны-силачи - PER_ROLE),A-11,True,neither,ADJ,2026-07-05
C0453,RUS-O_long_05,NER_missed_by_A,,силачи,,PER_ROLE,PER_ROLE,недостаточная разметка (должно быть великаны-силачи - PER_ROLЕ),A-11,True,neither,ADJ,2026-07-05
C0454,RUS-O_long_05,NER_missed_by_A,,факир,,PER_ROLE,PER_ROLE,"недостаточная разметка, должно быть фокусник-факир - PER_ROLE)",A-11,True,neither,ADJ,2026-07-05
C0455,RUS-O_long_05,NER_missed_by_A,,белых,,PER_ROLE,keep A,"недостаточная разметка, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0456,RUS-O_long_05,NER_missed_by_A,,гимнасты,,PER_ROLE,PER_ROLE,"недостаточная разметка, должно быть размечено вместе с прилагательным как единая роль",A-11,True,neither,ADJ,2026-07-05
C0457,RUS-O_long_05,NER_missed_by_A,,клоун,,PER_ROLE,PER_ROLE,"означает профессиональную/социальную роль, недостаточная разметка, поскольку размечено без прилагательного белый",A-11,True,neither,ADJ,2026-07-05
C0458,RUS-O_long_05,NER_missed_by_A,,клоун,,PER_ROLE,PER_ROLE,"означает профессиональную/социальную роль, размечено без прилагательного белый",A-11,True,neither,ADJ,2026-07-05
C0459,RUS-O_long_05,NER_missed_by_A,,клоун,,PER_ROLE,PER_ROLE,"означает профессиональную/социальную роль, размечено без прилагательного рыжий",A-11,True,neither,ADJ,2026-07-05
C0460,RUS-O_long_05,NER_missed_by_A,,рыжих,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0461,RUS-O_long_05,NER_missed_by_A,,седой,,PER_ROLE,keep A,не является сущностью,A-8,False,A,ADJ,2026-07-05
C0462,RUS-O_long_05,NER_missed_by_A,,маленьких,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0463,RUS-O_long_05,NER_missed_by_A,,молодой,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0464,RUS-O_long_05,NER_missed_by_A,,белых,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0465,RUS-O_long_05,NER_missed_by_A,,белых,,PER_ROLE,keep A,"не является сущностью, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0466,RUS-O_long_05,NER_missed_by_A,,лисичек,,PER_ROLE,PER_ROLE,животные как общий вид,A-3,False,B,ADJ,2026-07-05
C0467,RUS-O_long_05,NER_missed_by_A,,пса,,PER_ROLE,PER_ROLE,животные как общий вид,A-3,False,B,ADJ,2026-07-05
C0468,RUS-O_long_05,NER_missed_by_A,,Бак,,PER_ROLE,keep A,"стихотворные элементы, звукоподражания и рифмы, не образующие самостоятельной именной группы, не являются сущностями",A-10,True,A,ADJ,2026-07-05
C0469,RUS-O_long_05,NER_missed_by_A,,летучие,,PER_ROLE,keep A,"недостаточная разметка, одно название - летучие мыши (PER_ROLE)",A-7,False,A,ADJ,2026-07-05
C0470,RUS-O_long_05,NER_missed_by_A,,факира,,PER_ROLE,PER_ROLE,"социальная, профессиональная роль",A-11,True,B,ADJ,2026-07-05
C0471,RUS-O_long_05,NER_missed_by_A,,Белые,,PER_ROLE,keep A,"недостаточная разметка, нет разметки существительного",A-8,False,A,ADJ,2026-07-05
C0472,RUS-O_long_05,NER_missed_by_A,,рыжие,,PER_ROLE,keep A,"недостаточная разметка, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0473,RUS-O_long_05,NER_missed_by_A,,Белого,,PER_ROLE,keep A,"недостаточная разметка, размечено без существительного",A-8,False,A,ADJ,2026-07-05
C0474,RUS-O_long_05,Sentiment_label,"Вдруг гляжу, стоит старушка, Сто часов вокруг неё, А в больших часах кукушка звонко песенки поёт.","Вдруг гляжу, стоит старушка, / Сто часов вокруг неё, / А в больших часах кукушка звонко песенки поёт.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,идиллическое описание мира,B-6,True,A,ADJ,2026-07-05
C0475,RUS-O_long_05,Sentiment_label,"Я рассматривал часы, На меня смотрели псы, Что-то нюхали, искали, Суетились и вздыхали.","Я рассматривал часы, / На меня смотрели псы, / Что-то нюхали, искали, / Суетились и вздыхали.",-1 NEGATIVE,0 NEUTRAL,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,B,ADJ,2026-07-05
C0476,RUS-O_long_05,Sentiment_label,Мимо домиков и ёлок Путь мой долог-долог.,Мимо домиков и ёлок / Путь мой долог-долог.,-1 NEGATIVE,0 NEUTRAL,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,B,ADJ,2026-07-05
C0477,RUS-O_long_05,Sentiment_label,"Псы задумчиво молчат, Не вздыхают, не рычат.","Псы задумчиво молчат, / Не вздыхают, не рычат.",-1 NEGATIVE,0 NEUTRAL,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,B,ADJ,2026-07-05
C0478,RUS-O_long_05,Sentiment_label,"Вечереет, снег синеет, Хочется домой скорее.","Вечереет, снег синеет, / Хочется домой скорее.",-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,описание наступающей темноты и холода как неблагоприятных условий,B-18,True,A,ADJ,2026-07-05
C0479,RUS-O_long_05,Sentiment_label,Понемногу псы отстали.,Понемногу псы отстали.,0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,негативное напряжение сменяется облегчением,B-3,False,B,ADJ,2026-07-05
C0480,RUS-O_long_05,Sentiment_label,Вот кого искали псы.,Вот кого искали псы.,0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,облегчение от разрешения ситуации,B-3,False,B,ADJ,2026-07-05
C0481,RUS-O_long_05,Sentiment_label,"Нашедшему будут и славы, и приз.","Нашедшему будут и славы, и приз.",+1 POSITIVE,-1 NEGATIVE,+1 POSITIVE,обещание награды и признания за доброе дело,B-16,True,A,ADJ,2026-07-05
C0482,RUS-O_long_05,Sentiment_label,"Раз лисы сбежали, Наверное, в цирке их все обижали.","Раз лисы сбежали, / Наверное, в цирке их все обижали.",-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,прямое называние негативного действия («обижали»),B-17,True,A,ADJ,2026-07-05
C0483,RUS-O_long_05,Sentiment_label,Непонятно.,Непонятно.,-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,"выражение растерянности, неуверенности и морального конфликта",B-4,False,A,ADJ,2026-07-05
C0484,RUS-O_long_05,Sentiment_label,"Небо как занавес старого цирка Тает луны белоснежная дырка Снились всю ночь мне ступени, кулисы Красные лисы, Зелёные лисы Лисы в горошек и в маленьких шляпках Лисы, держащие курочек в лапках Лисы в полоску, Бесшумно, как тени Все танцевали легко на арене Где-то играли тихонечко скрипки, Плыли под куполом белые рыбки.","Небо как занавес старого цирка / Тает луны белоснежная дырка / Снились всю ночь мне ступени, кулисы / Красные лисы, / Зелёные лисы / Лисы в горошек и в маленьких шляпках / Лисы, держащие курочек в лапках / Лисы в полоску, / Бесшумно, как тени / Все танцевали легко на арене / Где-то играли тихонечко скрипки, / Плыли под куполом белые рыбки.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,наличие явных положительных образов и оценочных признаков,B-6,True,A,ADJ,2026-07-05
C0485,RUS-O_long_05,Sentiment_label,"Прятались где-то и мыши, и крысы, Плавно кружились волшебные лисы.","Прятались где-то и мыши, и крысы, / Плавно кружились волшебные лисы.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,наличие положительных оценочных признаков,B-6,True,A,ADJ,2026-07-05
C0486,RUS-O_long_05,Sentiment_label,Вдруг наступила на миг тишина.,Вдруг наступила на миг тишина.,-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,неожиданная тишина после радостного события воспринимается как предвестник тревоги,B-18,True,A,ADJ,2026-07-05
C0487,RUS-O_long_05,Sentiment_label,Ветер как будто подул из окна.,Ветер как будто подул из окна.,-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,"описание необъяснимых, тревожных звуков и нарушение покоя",B-18,True,A,ADJ,2026-07-05
C0488,RUS-O_long_05,Sentiment_label,И запищал где-то рядом сквозь мрак Кто-то печально и жалобно так.,И запищал где-то рядом сквозь мрак / Кто-то печально и жалобно так.,-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,описание тревожного звука во мраке создаёт негативный фон,B-18,True,A,ADJ,2026-07-05
C0489,RUS-O_long_05,Sentiment_label,И мгновенно проснулся.,И мгновенно проснулся.,0 NEUTRAL,+1 POSITIVE,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,A,ADJ,2026-07-05
C0490,RUS-O_long_05,Sentiment_label,Запах опилок и свежего хлеба.,Запах опилок и свежего хлеба.,0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,наличие положительных сенсорных образов (приятные запахи),B-6,True,B,ADJ,2026-07-05
C0491,RUS-O_long_05,Sentiment_label,Тихо пьет кофе из маленькой чашки.,Тихо пьет кофе из маленькой чашки.,0 NEUTRAL,-1 NEGATIVE,-1 NEGATIVE,косвенная передача грусти через общий контекст,B-17,True,B,ADJ,2026-07-05
C0492,RUS-O_long_05,Sentiment_label,"Искали на рынке, искали в аптеке, В подвалах, на улицах, в библиотеке, На детских площадках и возле пруда.","Искали на рынке, искали в аптеке, / В подвалах, на улицах, в библиотеке, / На детских площадках и возле пруда.",0 NEUTRAL,-1 NEGATIVE,-1 NEGATIVE,ситуация остаётся без позитивного разрешения,B-4,False,B,ADJ,2026-07-05
C0493,RUS-O_long_05,Sentiment_label,Нет у нас в цирке медведей и львов.,Нет у нас в цирке медведей и львов.,-1 NEGATIVE,0 NEUTRAL,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,B,ADJ,2026-07-05
C0494,RUS-O_long_05,Sentiment_label,В цирке не нужно держать бегемота.,В цирке не нужно держать бегемота.,-1 NEGATIVE,0 NEUTRAL,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,B,ADJ,2026-07-05
C0495,RUS-O_long_05,Sentiment_label,"В цирке у нас лишь собаки да лисы, Да у факира есть белые крысы.","В цирке у нас лишь собаки да лисы, / Да у факира есть белые крысы.",+1 POSITIVE,0 NEUTRAL,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,B,ADJ,2026-07-05
C0496,RUS-O_long_05,Sentiment_label,"Знаете, я ваших лис повстречал.","Знаете, я ваших лис повстречал.",0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,"Фрагменты, описывающие долгожданное разрешение кризиса",B-23,True,B,ADJ,2026-07-05
C0497,RUS-O_long_05,Sentiment_label,"Что же ты, друг мой, так долго молчал?","Что же ты, друг мой, так долго молчал?",-1 NEGATIVE,+1 POSITIVE,+1 POSITIVE,тёплое обращение в момент облегчения,B-7,True,B,ADJ,2026-07-05
C0498,RUS-O_long_05,Sentiment_label,"Любят и ждут их все наши артисты, Наши жонглеры и эквилибристы, Клоуны, старый факир, силачи, Все, кто искал их сегодня в ночи.","Любят и ждут их все наши артисты, / Наши жонглеры и эквилибристы, / Клоуны, старый факир, силачи, / Все, кто искал их сегодня в ночи.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"описание того, что персонажей любят и ждут",B-12,True,A,ADJ,2026-07-05
C0499,RUS-O_long_05,Sentiment_label,"Ждут их гимнасты и три акробата, И дрессировщица наша Агата.","Ждут их гимнасты и три акробата, / И дрессировщица наша Агата.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"описание того, что персонажей любят и ждут",B-12,True,A,ADJ,2026-07-05
C0500,RUS-O_long_05,Sentiment_label,"Привела дорожка лисья В мир волшебный закулисья, Где прекрасно все вокруг.","Привела дорожка лисья / В мир волшебный закулисья, / Где прекрасно все вокруг.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,наличие явных положительных оценочных признаков,B-6,True,A,ADJ,2026-07-05
C0501,RUS-O_long_05,Sentiment_label,"Люди, вещи, цвет и звук.","Люди, вещи, цвет и звук.",0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,"элементы волшебного мира, описываемые в позитивном контексте",B-6,True,B,ADJ,2026-07-05
C0502,RUS-O_long_05,Sentiment_label,"Во все века в любой стране завидуют ему мальчишки и простой народ, Ведь в полной тишине он так уверенно идет Над бездной по струне.","Во все века в любой стране завидуют ему / мальчишки и простой народ, / Ведь в полной тишине / он так уверенно идет / Над бездной по струне.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"наличие положительных образов (уверенность, мастерство, восхищение)",B-6,True,A,ADJ,2026-07-05
C0503,RUS-O_long_05,Sentiment_label,Рассмешат зануд и плакс Десять вертких рыжих такс.,Рассмешат зануд и плакс / Десять вертких рыжих такс.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"наличие положительных оценочных признаков («рассмешат», «вертких»)",B-6,True,A,ADJ,2026-07-05
C0504,RUS-O_long_05,Sentiment_label,"Надо Агате скорее сказать, Пусть не рыдает Агата.","Надо Агате скорее сказать, / Пусть не рыдает Агата.",-1 NEGATIVE,+1 POSITIVE,+1 POSITIVE,"Фрагменты, описывающие долгожданное разрешение кризиса",B-23,True,B,ADJ,2026-07-05
C0505,RUS-O_long_05,Sentiment_label,Там на плакате Топорщат усы Две ослепительно белых лисы.,Там на плакате Топорщат усы / Две ослепительно белых лисы.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,наличие положительных оценочных признаков («ослепительно белых»),B-6,True,A,ADJ,2026-07-05
C0506,RUS-O_long_05,Sentiment_label,"Две ослепительно белых лисы Лапами машут, Топорщат усы.","Две ослепительно белых лисы / Лапами машут, / Топорщат усы.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,наличие положительных оценочных признаков («ослепительно белых»),B-6,True,A,ADJ,2026-07-05
C0507,RUS-O_long_05,Sentiment_label,Я объявление прочел в новостях.,Я объявление прочел в новостях.,0 NEUTRAL,-1 NEGATIVE,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,A,ADJ,2026-07-05
C0508,RUS-O_long_05,Sentiment_label,Лисы пропавшие Белого цвета.,Лисы пропавшие Белого цвета.,0 NEUTRAL,-1 NEGATIVE,-1 NEGATIVE,описание пропажи (лисы пропавшие),B-14,True,B,ADJ,2026-07-05
C0509,RUS-O_long_05,Sentiment_label,Лисы в часах?,Лисы в часах?,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"вопросы, выражающие радостное удивление и изумление в контексте позитивного события",B-2,False,A,ADJ,2026-07-05
C0510,RUS-O_long_05,Sentiment_label,Удивилась Агата.,Удивилась Агата.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,положительное удивление от разрешения тревожной ситуации,B-3,False,A,ADJ,2026-07-05
C0511,RUS-O_long_05,Sentiment_label,"Видно, до это Сильно устали.","Видно, до это Сильно устали.",-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,прямое называние негативного состояния,B-17,True,A,ADJ,2026-07-05
C0512,RUS-O_long_05,Sentiment_label,"Если их дом не найдется, Тогда я их оставлю Себе навсегда.","Если их дом не найдется, / Тогда я их оставлю Себе навсегда.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,выражение желания и мечты о чём-то желанном,B-12,True,A,ADJ,2026-07-05
C0513,RUS-O_long_05,Sentiment_label,"Вы не поверите, лет с десяти Лис я мечтал У себя завести.","Вы не поверите, лет с десяти / Лис я мечтал У себя завести.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,выражение желания и мечты о чём-то желанном,B-12,True,A,ADJ,2026-07-05
C0514,RUS-O_long_05,Sentiment_label,"Как интересно, сказала Агата, тихо, задумчиво Глядя куда-то.","Как интересно, сказала Агата, / тихо, задумчиво Глядя куда-то.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,выражение интереса и вовлечённости в разговор о детской мечте,B-12,True,A,ADJ,2026-07-05
C0515,RUS-O_long_05,Sentiment_label,"В детстве Мне тоже хотелось Не пса, лишь бы жила В нашем доме лиса.","В детстве Мне тоже хотелось / Не пса, / лишь бы жила В нашем доме лиса.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,выражение интереса и вовлечённости в разговор о детской мечте,B-12,True,A,ADJ,2026-07-05
C0516,RUS-O_long_05,Sentiment_label,"Чем их кормить, Как лечить, как гулять, Как обучать их И с ними играть.","Чем их кормить, / Как лечить, как гулять, / Как обучать их / И с ними играть.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,описание заботы и игры с любимыми животными как источников радости,B-12,True,A,ADJ,2026-07-05
C0517,RUS-O_long_05,Sentiment_label,"Лисы на задние Лапки вставали, Тявкали звонко, с мечами Играли, прыгали ловко На стулья и вниз.","Лисы на задние Лапки вставали, / Тявкали звонко, / с мечами Играли, / прыгали ловко На стулья и вниз.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"описание игривого, радостного поведения животных",B-12,True,A,ADJ,2026-07-05
C0518,RUS-O_long_05,Sentiment_label,"Город блестит, как на елке Игрушка в детстве легка И светла.","Город блестит, как на елке Игрушка / в детстве легка И светла.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"наличие явных положительных оценочных признаков («блестит», «легка», «светла»)",B-6,True,A,ADJ,2026-07-05
C0519,RUS-O_long_05,Sentiment_label,"Я, говорит, уж такие дела.","Я, говорит, уж такие дела.",0 NEUTRAL,-1 NEGATIVE,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,A,ADJ,2026-07-05
C0520,RUS-O_long_05,Sentiment_label,Он их нашел Среди жухлой травы.,Он их нашел Среди жухлой травы.,0 NEUTRAL,-1 NEGATIVE,-1 NEGATIVE,"описание неблагоприятных, запущенных условий",B-14,True,B,ADJ,2026-07-05
C0521,RUS-O_long_05,Sentiment_label,"Мы их растили, Но лисоньки эти Любят играть, Словно малые дети.","Мы их растили, / Но лисоньки эти / Любят играть, / Словно малые дети.",+1 POSITIVE,-1 NEGATIVE,+1 POSITIVE,"несмотря на наличие контрастного союза, доминирующий вектор — позитивный (игривость, любовь)",B-3,False,A,ADJ,2026-07-05
C0522,RUS-O_long_05,Sentiment_label,"Думаем, Кто бы забрал их у нас?","Думаем, Кто бы забрал их у нас?",0 NEUTRAL,-1 NEGATIVE,-1 NEGATIVE,"риторический вопрос о том, кто бы забрал проблемных питомцев, выражает досаду и усталость",B-4,False,B,ADJ,2026-07-05
C0523,RUS-O_long_05,Sentiment_label,"Лисы мои, Насовсем, навсегда.","Лисы мои, Насовсем, навсегда.",0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,выражение тёплой привязанности и любви к существам,B-7,True,B,ADJ,2026-07-05
C0524,RUS-O_long_05,Sentiment_label,Только две белых Пропали куда?,Только две белых Пропали куда?,-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,описание пропажи,B-14,True,A,ADJ,2026-07-05
C0525,RUS-O_long_05,Sentiment_label,Крысы в кладовке Тихонько пищат.,Крысы в кладовке Тихонько пищат.,0 NEUTRAL,-1 NEGATIVE,0 NEUTRAL,нейтральные описания звуков/действий без эмоциональных маркеров,B-24,True,A,ADJ,2026-07-05
C0526,RUS-O_long_05,Sentiment_label,"Крысы пищат, Ужаснулась Агата, Край расправляя Большого плаката.","Крысы пищат, Ужаснулась Агата, / Край расправляя Большого плаката.",-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,прямое называние эмоциональной реакции,B-17,True,A,ADJ,2026-07-05
C0527,RUS-O_long_05,Sentiment_label,Надо найти их Скорее в кладовке.,Надо найти их Скорее в кладовке.,0 NEUTRAL,-1 NEGATIVE,-1 NEGATIVE,тревога и беспокойство без позитивного разрешения,B-4,False,B,ADJ,2026-07-05
C0528,RUS-O_long_05,Sentiment_label,Кто-то пищит Из коробки факира.,Кто-то пищит Из коробки факира.,-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,тревога без немедленного прояснения,B-4,False,A,ADJ,2026-07-05
C0529,RUS-O_long_05,Sentiment_label,Кто там? / Спросил.,Кто там? Спросил.,-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,тревога без немедленного прояснения,B-4,False,A,ADJ,2026-07-05
C0530,RUS-O_long_05,Sentiment_label,"И почудилось мне, Что очутился я Снова во сне.","И почудилось мне, / Что очутился я Снова во сне.",+1 POSITIVE,0 NEUTRAL,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,B,ADJ,2026-07-05
C0531,RUS-O_long_05,Sentiment_label,Ветер холодный Запел и завыл.,Ветер холодный / Запел и завыл.,-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,холод и вой ветра создают негативный фон,B-14,True,A,ADJ,2026-07-05
C0532,RUS-O_long_05,Sentiment_label,В маленьком цирке Я лис дрессирую.,В маленьком цирке Я лис дрессирую.,0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,описание любимого дела и исполнения мечты,B-12,True,B,ADJ,2026-07-05
C0533,RUS-O_long_05,Sentiment_label,"И выступаю, и езжу Куда-то.","И выступаю, и езжу Куда-то.",0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,"описание активной, насыщенной жизни, связанной с любимым делом",B-12,True,B,ADJ,2026-07-05
C0534,RUS-O_long_05,Sentiment_label,Вместе со мною Конечно Агата.,Вместе со мною Конечно Агата.,0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,выражение радости от совместного пути с близким человеком,B-7,True,B,ADJ,2026-07-05
C0535,RUS-O_long_05,Sentiment_label,Белые лисы И рыжие лисы.,Белые лисы И рыжие лисы.,0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,"гармоничное, завершённое описание единства и полноты",B-6,True,B,ADJ,2026-07-05
C0536,RUS-O_long_05,Sentiment_label,Наши актеры И наши актрисы.,Наши актеры / И наши актрисы.,0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,"гармоничное, завершённое описание единства и полноты",B-6,True,B,ADJ,2026-07-05
C0537,RUS-O_long_05,Sentiment_label,"Ну, а в часах, Что на рынке купил, Белого кролика Я поселил.","Ну, а в часах, Что на рынке купил, / Белого кролика Я поселил.",0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,"описание заботливого, тёплого действия",B-12,True,B,ADJ,2026-07-05
C0538,RUS-O_medium_01,NER_missed_by_B,регулировщиках,,PER_ROLE,,PER_ROLE,"слова, обозначающие социальные, профессиональные или функциональные роли",A-11,True,A,ADJ,2026-07-05
C0539,RUS-O_medium_01,NER_missed_by_B,пассажирах,,PER_ROLE,,PER_ROLE,"слова, обозначающие социальные, профессиональные или функциональные роли",A-11,True,A,ADJ,2026-07-05
C0540,RUS-O_medium_01,NER_missed_by_B,судов,,PER_ROLE,,PER_ROLE,"объекты, обозначающие общий вид/категорию",A-3,False,A,ADJ,2026-07-05
C0541,RUS-O_medium_01,NER_missed_by_B,люди,,PER_ROLE,,PER_ROLE,обобщённые группы без конкретной идентификации,A-5,False,A,ADJ,2026-07-05
C0542,RUS-O_medium_01,NER_missed_by_B,новичка,,PER_ROLE,,PER_ROLE,"слова, обозначающие социальные или функциональные роли",A-11,True,A,ADJ,2026-07-05
C0543,RUS-O_medium_01,NER_missed_by_B,молодожёнов,,PER_ROLE,,PER_ROLE,"слова, обозначающие социальные роли и статусы",A-11,True,A,ADJ,2026-07-05
C0544,RUS-O_medium_01,NER_missed_by_A,,корабли,,PER_ROLE,PER_ROLE,"объекты, обозначающие общий вид/категорию (недостаточная разметка - должна быть одна сущность - грузовые корабли)",A-3,False,B,ADJ,2026-07-05
C0545,RUS-O_medium_01,NER_missed_by_A,,машины,,PER_ROLE,PER_ROLE,"объекты, обозначающие общий вид/категорию",A-3,False,B,ADJ,2026-07-05
C0546,RUS-O_medium_01,NER_missed_by_A,,машинам,,PER_ROLE,PER_ROLE,"объекты, обозначающие общий вид/категорию",A-3,False,B,ADJ,2026-07-05
C0547,RUS-O_medium_01,Sentiment_label,"«Ничего, ничего, / — подбадривал он себя.","«Ничего, ничего, — подбадривал он себя.",0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,самоободрение как форма добрых намерений по отношению к себе,B-16,True,B,ADJ,2026-07-05
